temp_avg,humidity_avg,leaf_wetness_hours,soil_moisture,ph_water,ec_water,irrigation_l_day,plant_age_days,light_hours,disease_future
27.0,86.3,2,54.9,5.86,1.93,3.2,93,11.4,3
24.2,82.6,2,43.0,6.38,2.73,2.9,40,8.7,3
24.8,88.4,4,62.6,5.93,2.56,2.0,98,8.5,3
29.3,89.0,3,48.3,6.77,1.43,1.5,49,12.5,3
28.5,87.1,5,53.3,6.61,1.25,3.4,27,8.1,3
26.5,84.5,3,42.6,5.91,2.69,2.3,22,13.8,3
27.1,79.6,2,48.6,5.92,2.04,3.1,74,11.1,3
26.2,89.7,4,63.4,6.39,2.06,1.9,34,13.9,3
28.4,79.1,4,44.5,6.14,2.45,1.8,55,8.3,3
28.7,78.0,3,59.4,5.83,1.7,3.5,25,11.5,3
28.6,81.6,3,67.5,6.34,1.97,2.3,61,10.1,3
28.3,75.9,4,60.4,6.19,2.75,1.4,69,13.1,3
25.2,89.7,2,64.3,5.9,2.28,1.5,37,10.2,3
26.0,83.8,5,43.3,6.6,1.45,2.2,69,9.6,3
26.8,83.4,5,47.5,6.72,1.41,1.1,49,13.1,3
26.0,84.8,3,66.8,6.56,1.53,2.2,96,10.2,3
28.5,82.5,4,61.5,6.62,2.43,2.0,58,8.1,3
26.0,75.5,4,59.2,6.02,1.67,2.9,31,10.3,3
24.8,84.2,4,59.9,6.06,1.23,1.9,78,11.9,3
26.4,85.7,2,52.4,6.01,2.71,3.5,95,9.5,3
29.9,81.3,3,41.3,6.57,1.47,1.5,63,10.6,3
25.4,86.4,3,63.5,6.75,1.22,2.5,23,8.3,3
27.7,78.4,3,60.4,6.52,1.58,1.2,55,11.5,3
26.6,78.3,2,54.2,6.68,1.58,2.8,67,12.5,3
24.4,77.4,3,67.0,6.44,1.88,3.5,33,10.5,3
26.9,80.6,5,50.1,6.19,2.67,3.0,68,10.5,3
28.2,87.7,3,48.8,6.23,2.61,2.4,86,8.5,3
27.1,87.4,3,66.2,5.88,1.93,2.2,96,9.2,3
29.2,80.7,3,63.9,5.83,1.86,3.1,28,8.9,3
25.7,83.8,2,55.4,6.5,2.09,3.3,40,10.9,3
24.5,85.8,5,43.9,6.24,1.59,3.5,91,11.2,3
29.6,78.6,5,46.5,6.35,1.28,2.0,35,13.7,3
26.3,77.5,4,59.7,6.36,2.7,3.5,35,8.4,3
27.5,89.6,4,51.6,6.08,1.5,1.4,47,11.6,3
28.8,84.3,5,65.1,6.28,1.52,1.6,70,11.2,3
25.9,89.7,3,68.5,6.27,1.96,1.2,75,11.1,3
28.3,80.1,3,64.2,6.19,1.99,1.7,99,13.2,3
24.8,85.5,3,51.3,6.62,1.23,2.9,76,9.2,3
25.7,78.3,2,63.7,6.25,1.44,3.1,71,8.2,3
24.9,78.9,3,50.5,6.4,1.81,2.9,65,12.0,3
28.9,82.7,2,45.0,6.7,2.29,2.6,97,10.1,3
25.3,79.8,5,41.0,6.67,1.57,2.3,57,8.1,3
28.3,77.5,3,51.6,6.69,1.88,2.8,67,9.5,3
29.7,78.9,3,67.1,6.07,2.09,2.0,60,9.9,3
27.2,75.5,4,47.2,5.83,2.62,3.1,78,11.7,3
27.2,85.6,5,46.2,6.06,1.72,2.7,86,9.0,3
26.8,82.4,3,69.1,6.08,1.41,2.7,93,10.5,3
26.0,76.4,2,40.8,6.71,1.98,2.3,85,10.9,3
26.9,77.6,5,63.6,6.45,2.39,3.2,46,10.8,3
27.6,76.5,4,49.6,5.88,1.38,1.6,51,13.8,3
29.9,84.2,5,41.1,5.94,1.88,2.0,75,8.3,3
29.6,76.4,2,67.5,5.96,1.23,2.9,29,13.7,3
29.2,86.3,4,44.2,6.43,1.25,2.2,59,11.5,3
29.3,75.3,2,56.6,6.54,1.97,3.2,36,12.8,3
26.8,78.7,5,48.2,6.66,1.68,1.9,77,10.6,3
27.9,88.4,4,42.0,6.74,2.55,1.9,25,10.7,3
29.4,85.8,2,41.5,6.0,2.16,3.2,58,13.3,3
26.4,76.1,5,43.5,6.11,1.93,2.2,37,13.4,3
29.8,87.3,2,42.1,6.04,1.85,2.3,92,9.4,3
26.5,82.4,3,62.8,6.16,2.0,1.8,91,9.2,3
27.6,87.7,5,54.6,6.71,1.26,1.7,61,11.0,3
28.3,84.0,4,50.3,6.38,2.63,2.6,23,13.4,3
29.7,85.2,4,52.6,6.54,2.8,1.3,39,9.9,3
25.5,89.9,3,67.9,6.29,1.49,3.2,47,11.9,3
28.5,78.5,2,67.3,5.83,1.39,2.9,59,12.2,3
27.1,84.4,2,61.5,5.86,1.43,1.5,84,12.7,3
25.6,81.9,4,66.5,6.34,2.26,2.7,63,11.4,3
28.7,75.6,2,49.6,6.52,2.26,2.5,42,10.4,3
27.3,75.2,5,51.4,6.02,2.56,1.5,76,13.8,3
28.0,76.8,5,58.4,6.52,2.4,1.7,66,11.7,3
25.9,84.7,4,58.7,6.61,1.92,2.0,32,12.4,3
26.9,83.5,5,54.5,6.21,2.18,2.7,35,10.1,3
27.7,83.3,4,52.0,6.55,2.3,2.6,74,12.0,3
26.4,75.5,2,69.6,6.2,2.02,2.3,84,9.5,3
25.2,82.0,2,64.6,6.48,1.96,2.9,35,9.5,3
29.8,88.9,2,53.0,6.56,2.23,2.9,56,12.3,3
27.1,81.0,3,61.8,6.79,2.09,2.5,71,11.1,3
28.4,84.4,4,48.1,6.15,2.23,3.0,29,12.1,3
26.5,86.7,5,43.0,6.21,2.18,1.8,57,9.6,3
26.1,86.8,2,50.6,5.97,2.35,3.2,63,11.6,3
26.4,82.8,3,52.1,6.0,2.23,2.5,93,10.7,3
26.5,87.9,5,40.5,6.49,2.03,3.1,73,11.6,3
27.3,80.9,5,64.4,6.72,2.29,2.4,70,9.7,3
27.3,88.3,5,50.8,6.19,1.92,1.5,71,12.3,3
27.0,78.6,2,57.4,5.98,1.59,2.4,89,12.8,3
24.8,79.2,5,42.2,6.09,1.2,1.9,78,9.6,3
27.0,75.8,4,45.2,6.26,2.1,2.7,32,9.8,3
25.0,86.9,3,66.7,6.09,2.15,2.2,60,12.0,3
24.8,81.3,5,58.3,6.03,2.76,3.1,31,12.2,3
29.6,78.4,5,68.5,6.54,1.78,2.7,69,12.2,3
27.6,78.5,4,70.0,5.81,1.83,2.7,76,12.1,3
28.0,88.5,5,51.2,6.34,1.52,1.5,69,10.4,3
26.4,87.5,2,49.0,6.59,1.31,3.5,76,10.4,3
29.5,83.3,2,65.8,6.07,2.44,3.1,73,9.5,3
27.8,84.2,2,70.0,6.4,1.6,3.0,85,8.9,3
28.6,82.1,5,58.9,6.47,2.17,1.8,27,12.2,3
26.2,80.9,3,63.9,6.46,2.3,2.3,82,8.6,3
29.8,88.7,3,63.5,6.25,1.95,1.3,28,13.6,3
28.9,76.9,5,50.7,6.15,2.6,2.3,79,13.0,3
29.1,81.3,3,57.2,6.64,1.91,1.4,82,13.1,3
25.0,80.2,3,65.0,6.56,1.66,2.4,91,13.4,3
25.6,82.5,5,60.6,6.12,2.63,2.6,22,10.5,3
25.7,81.9,2,40.6,5.9,2.58,2.0,92,13.1,3
25.6,82.8,5,50.1,5.87,1.46,2.2,32,8.9,3
29.1,77.1,2,44.3,5.89,1.24,3.2,28,8.1,3
24.2,82.7,2,47.0,6.38,1.34,1.3,71,12.7,3
24.5,78.6,3,67.2,5.85,1.66,3.0,81,8.4,3
25.6,77.8,3,41.1,6.14,2.76,1.4,27,13.9,3
25.2,76.0,2,46.6,6.55,2.09,1.1,64,12.0,3
25.4,86.4,2,49.3,6.09,1.8,1.5,72,12.5,3
28.8,81.4,3,58.5,6.56,2.62,2.9,82,9.5,3
27.4,84.4,4,56.0,6.55,1.93,2.0,76,12.0,3
24.0,85.9,2,46.5,6.05,1.7,3.2,73,8.3,3
26.6,85.2,2,44.9,6.53,2.71,2.3,38,13.0,3
26.4,82.1,2,47.1,6.55,2.56,1.1,86,9.0,3
24.7,80.8,3,55.1,6.2,2.55,2.8,65,12.2,3
28.1,80.6,5,48.1,6.01,2.02,1.3,29,9.3,3
28.2,84.6,2,68.4,6.32,2.46,3.0,37,8.4,3
28.3,82.4,2,53.9,6.72,1.49,1.4,31,10.9,3
28.4,87.7,2,41.8,6.44,2.12,1.9,68,9.0,3
24.0,88.1,5,61.9,5.97,2.77,2.9,42,12.4,3
29.7,77.6,5,49.9,6.48,1.67,3.4,81,9.4,3
28.9,77.0,2,59.6,6.23,2.47,1.9,30,10.1,3
29.4,84.5,2,48.4,6.39,1.98,3.1,92,11.4,3
24.1,79.5,4,57.1,6.53,1.26,1.5,75,9.7,3
29.6,75.3,5,63.2,6.31,2.42,3.0,74,10.3,3
28.9,88.3,4,67.8,6.61,1.47,2.6,44,12.9,3
29.0,78.4,2,47.8,6.52,2.21,1.5,28,9.1,3
24.6,88.9,2,50.0,6.42,1.34,1.8,31,8.5,3
28.4,85.8,2,53.9,5.95,2.71,1.3,30,10.0,3
29.8,86.4,2,67.8,6.64,1.67,2.0,57,10.5,3
28.1,78.0,3,67.0,6.74,1.56,1.5,47,11.3,3
27.4,78.5,3,42.7,5.94,1.41,2.6,27,10.2,3
29.7,82.8,3,44.0,6.29,2.71,3.5,93,12.7,3
26.7,77.6,4,54.9,6.06,2.34,1.0,66,8.2,3
27.6,79.6,5,43.2,6.55,2.39,2.4,55,10.6,3
26.9,79.8,2,50.4,6.52,2.0,2.4,69,10.3,3
29.6,77.4,5,44.5,5.94,1.96,3.3,28,11.9,3
24.5,78.1,3,59.1,6.68,1.38,2.3,79,13.8,3
27.0,86.8,2,68.5,5.98,2.1,2.4,91,11.1,3
28.1,77.5,2,69.9,6.6,1.6,2.2,86,13.9,3
28.8,75.4,4,51.3,6.26,2.76,1.7,72,9.8,3
27.5,84.4,5,58.0,6.13,2.47,1.1,36,8.2,3
29.5,89.6,4,65.7,5.96,1.86,2.0,72,9.0,3
29.7,80.0,3,43.5,5.97,1.44,1.1,47,10.4,3
24.4,76.8,5,60.7,6.46,2.46,2.4,82,9.9,3
26.4,83.6,3,52.3,6.35,1.4,1.8,34,8.6,3
24.1,88.6,4,46.2,5.92,1.5,2.3,38,10.6,3
26.0,86.8,4,52.1,5.91,1.54,1.3,89,10.0,3
27.2,84.3,2,42.3,5.87,2.09,3.3,66,8.7,3
29.5,79.7,5,60.9,6.54,2.46,3.2,90,9.8,3
29.1,83.1,5,47.6,6.51,1.7,1.5,67,13.3,3
24.8,76.4,2,49.3,5.86,1.34,1.9,92,9.8,3
24.6,85.2,5,43.6,6.36,1.94,2.5,39,12.3,3
27.5,85.9,3,65.9,5.88,2.4,1.2,56,11.7,3
27.2,89.5,3,54.8,6.7,1.55,1.9,94,10.6,3
25.6,78.9,4,57.2,6.71,1.55,1.6,21,9.4,3
29.4,75.3,3,57.1,6.5,2.72,3.3,83,10.2,3
29.6,83.2,5,52.3,6.73,2.73,3.1,55,11.6,3
26.4,85.6,2,45.8,6.61,2.78,2.4,24,10.1,3
29.3,86.9,4,62.4,6.63,2.49,2.3,83,9.3,3
26.3,77.9,2,43.8,6.37,1.5,3.3,26,8.7,3
28.4,78.9,4,43.1,6.11,1.54,3.3,89,13.3,3
26.9,82.7,4,61.3,6.02,1.74,3.4,41,10.6,3
24.7,80.0,2,46.3,6.13,1.71,1.3,93,11.8,3
29.6,87.9,3,49.2,6.43,2.73,1.4,65,10.9,3
26.7,82.1,3,54.3,5.97,2.46,2.7,59,13.2,3
28.4,87.0,3,53.5,6.06,2.36,2.4,80,11.3,3
26.2,83.7,3,61.3,6.27,1.5,1.0,65,10.9,3
24.1,86.6,2,58.7,6.03,2.66,1.2,47,13.5,3
24.6,80.0,5,59.3,6.39,2.52,3.2,54,12.3,3
27.0,87.5,4,61.4,6.72,1.46,3.2,20,8.7,3
28.1,79.1,2,48.8,6.55,2.59,1.9,48,9.1,3
26.0,83.2,3,49.7,6.47,1.64,3.2,28,12.7,3
28.2,78.2,3,53.1,6.38,1.33,2.5,28,13.0,3
28.2,82.1,2,49.2,6.29,2.25,3.0,41,11.3,3
28.2,79.8,4,69.5,5.99,2.25,2.1,82,11.3,3
27.0,79.0,2,64.4,6.69,1.35,1.3,85,11.8,3
29.5,89.5,2,44.9,6.05,1.71,2.1,99,10.6,3
26.9,77.4,5,40.2,5.89,2.79,2.1,77,12.1,3
26.7,86.8,2,41.3,6.55,2.29,2.4,89,8.7,3
25.2,89.8,5,47.3,5.98,2.37,1.3,74,13.8,3
25.8,75.3,4,43.4,6.17,1.54,3.5,32,12.5,3
24.3,85.5,2,56.0,5.83,1.33,1.6,38,11.8,3
27.8,78.8,2,65.7,5.94,1.64,1.5,98,9.9,3
25.5,75.6,3,62.1,5.97,1.6,2.3,52,9.0,3
25.8,81.0,2,46.5,5.85,1.58,2.3,93,10.5,3
28.6,89.0,3,52.0,6.46,1.51,2.1,84,12.0,3
26.0,75.2,3,55.2,6.64,2.12,2.9,79,11.8,3
25.5,83.8,3,64.3,6.17,1.72,2.3,31,10.3,3
25.0,82.5,4,65.2,6.67,2.51,2.5,62,11.7,3
28.6,88.1,5,67.3,6.01,1.49,2.8,36,12.9,3
24.8,76.3,3,55.3,6.13,1.94,1.1,87,8.2,3
26.7,85.2,2,60.8,5.95,1.22,2.4,48,10.7,3
27.0,85.2,2,43.4,6.42,1.97,3.2,74,12.6,3
28.1,85.0,3,57.0,6.22,1.29,1.0,26,11.3,3
27.8,89.1,3,47.5,6.41,2.76,2.0,63,11.9,3
28.9,87.3,2,53.0,6.56,2.46,3.3,96,11.1,3
24.3,75.6,3,59.0,6.35,1.98,1.9,24,14.0,3
25.8,82.1,5,47.7,6.43,1.34,2.1,79,8.3,3
25.7,81.0,5,41.6,6.74,2.15,3.5,25,10.9,3
24.9,79.7,4,40.3,6.1,2.41,1.5,26,8.5,3
25.7,81.8,3,40.7,6.16,1.51,1.2,65,9.0,3
25.9,80.8,4,40.3,6.52,2.11,3.1,76,10.3,3
27.1,81.5,4,43.3,6.41,2.5,3.2,73,8.9,3
28.0,89.7,4,47.2,5.98,2.43,2.2,65,13.8,3
26.3,76.3,3,46.6,6.18,2.48,2.3,29,13.7,3
28.3,88.8,4,69.6,6.27,2.61,3.1,23,10.0,3
26.0,82.2,5,49.2,6.22,2.7,2.8,86,11.8,3
25.7,84.4,4,43.8,5.98,1.85,1.7,44,11.2,3
27.2,87.5,5,56.4,6.72,2.11,1.0,97,12.9,3
24.1,80.4,5,65.7,6.56,2.47,2.2,80,11.8,3
24.5,81.5,3,60.3,6.28,2.32,3.1,57,8.0,3
26.5,81.1,4,48.9,6.48,2.79,3.2,51,12.6,3
29.7,80.6,3,56.8,6.7,1.22,3.4,42,12.5,3
28.3,88.9,5,61.4,5.94,1.77,3.2,56,11.1,3
24.5,87.4,2,61.8,6.05,1.65,2.5,22,13.4,3
29.1,76.6,4,60.0,6.34,1.62,2.1,32,13.5,3
28.4,76.6,3,66.1,6.6,1.56,2.9,53,11.1,3
27.7,81.4,2,66.1,5.84,2.33,2.8,84,11.6,3
28.9,76.5,4,57.4,6.78,1.34,2.3,95,14.0,3
26.4,84.3,4,52.9,6.25,2.39,1.2,27,9.8,3
25.3,77.2,3,59.2,6.16,2.31,3.3,28,9.9,3
27.1,82.8,2,64.5,6.09,1.6,2.1,47,9.1,3
27.3,75.1,3,40.2,5.97,1.6,1.9,97,13.4,3
27.2,79.7,4,69.8,6.59,2.21,2.6,37,12.5,3
27.4,85.2,4,45.5,6.76,2.42,2.7,61,8.6,3
29.7,82.3,5,54.1,6.21,2.6,1.5,60,13.9,3
29.4,89.7,4,66.2,6.75,2.56,3.1,89,12.4,3
29.3,88.1,4,46.8,6.62,2.74,1.7,52,13.1,3
28.8,80.4,2,54.3,6.28,2.13,1.5,96,8.3,3
29.7,75.7,2,44.0,6.47,2.65,2.0,73,11.0,3
24.6,87.7,5,51.9,6.23,2.49,2.8,55,12.2,3
25.6,88.7,5,45.3,6.36,2.63,3.4,75,11.3,3
27.0,87.3,5,50.9,5.86,1.22,3.0,36,12.0,3
29.1,76.9,3,51.2,6.5,2.75,3.4,29,12.9,3
27.0,90.0,3,69.8,5.85,1.96,1.4,63,10.2,3
28.5,78.9,5,69.8,6.62,2.48,1.2,21,13.1,3
24.8,85.9,3,43.4,6.62,1.4,2.4,33,9.0,3
25.5,88.6,4,61.8,6.04,1.83,1.7,60,9.6,3
28.4,78.5,5,41.6,6.12,1.63,3.1,21,8.3,3
25.0,88.6,5,40.9,6.28,1.67,2.7,38,10.2,3
26.1,79.6,3,43.2,6.4,1.4,3.4,99,10.3,3
25.6,89.6,2,69.0,6.09,2.49,1.6,20,12.8,3
26.1,79.2,5,68.2,6.39,1.21,2.2,21,11.9,3
28.2,89.3,3,45.8,6.1,1.7,2.3,46,10.6,3
26.2,75.8,3,44.9,5.86,1.48,1.6,21,11.9,3
27.3,85.6,2,47.2,5.8,2.14,2.5,70,8.3,3
24.6,83.0,5,55.5,5.9,1.61,2.1,29,9.1,3
28.8,82.2,2,57.1,6.59,1.61,2.1,38,11.8,3
26.2,78.4,4,46.6,6.76,1.98,1.9,99,11.8,3
27.9,85.6,2,62.7,6.23,2.24,1.0,32,12.6,3
28.4,77.9,2,49.3,6.31,1.39,2.3,67,10.4,3
25.3,83.3,3,67.7,5.95,1.48,1.8,75,12.3,3
29.3,78.8,2,59.7,6.35,1.6,1.0,91,12.1,3
27.7,89.3,4,53.1,5.94,2.76,1.8,75,13.8,3
26.6,75.4,3,63.7,6.41,1.84,1.7,69,9.3,3
25.1,78.0,4,64.5,6.73,2.16,2.0,64,11.3,3
29.7,78.6,2,48.7,6.0,1.59,1.3,78,11.6,3
28.5,81.2,4,50.2,6.56,1.98,2.3,58,14.0,3
25.2,78.5,4,68.1,5.82,1.32,2.7,40,9.2,3
26.0,82.4,2,44.9,6.18,1.26,2.6,74,11.1,3
28.9,88.1,2,41.3,5.91,1.95,3.0,76,10.1,3
28.2,85.7,3,53.6,6.15,1.84,2.1,60,11.2,3
28.6,83.7,3,64.0,5.97,1.42,2.3,89,9.4,3
26.6,76.3,5,63.2,6.17,2.3,3.0,68,8.3,3
28.3,85.4,3,67.6,6.22,2.79,2.1,63,11.4,3
26.3,77.5,2,56.0,6.1,1.83,2.8,54,10.0,3
25.3,86.8,4,43.0,6.46,2.2,2.1,24,9.1,3
27.8,78.8,4,57.7,6.72,2.74,2.0,90,9.9,3
28.3,59.0,1,48.6,6.27,2.48,3.0,36,11.7,7
34.7,42.2,1,66.5,6.08,1.22,2.8,95,11.7,7
32.1,40.7,1,44.9,6.2,1.22,2.1,36,8.3,7
33.7,52.2,2,45.4,6.61,2.18,1.8,35,11.6,7
31.0,59.0,0,57.2,6.56,2.46,3.1,97,10.2,7
34.3,59.8,1,50.3,6.54,2.44,2.4,22,12.5,7
31.4,49.7,2,52.6,6.55,2.45,3.0,70,12.8,7
32.0,49.4,2,64.2,5.94,1.78,2.2,65,11.3,7
31.4,52.9,0,67.1,5.9,2.61,2.9,74,8.0,7
33.1,51.1,0,63.7,6.66,1.22,3.2,45,11.8,7
32.0,52.7,2,47.0,6.64,1.7,2.0,95,12.5,7
29.9,57.5,0,69.4,6.48,1.74,1.0,50,9.5,7
29.0,54.9,0,50.9,6.41,1.46,1.6,91,10.8,7
32.2,49.9,2,45.1,6.17,1.74,3.3,38,13.8,7
31.4,49.2,1,55.0,6.02,2.14,2.7,87,9.8,7
28.7,52.8,1,61.8,6.47,2.03,2.8,34,9.3,7
30.8,49.1,2,42.5,6.71,1.71,1.8,77,9.3,7
31.6,49.2,1,59.0,6.24,2.4,2.8,97,11.4,7
33.8,40.3,2,65.7,6.1,2.34,2.6,49,13.7,7
28.5,43.5,2,47.9,6.07,1.65,1.4,67,11.7,7
30.4,49.8,0,60.8,5.82,1.72,3.4,75,9.8,7
33.8,56.5,1,52.0,6.32,1.66,1.9,61,11.8,7
32.5,45.6,2,52.4,6.79,1.41,1.8,43,11.7,7
30.0,50.5,1,48.4,6.62,2.4,1.9,71,11.6,7
33.9,46.9,1,58.7,6.7,1.27,1.2,62,9.0,7
31.5,42.1,1,50.8,6.42,1.44,2.6,53,11.8,7
31.5,59.2,2,64.9,6.28,1.37,1.6,79,10.6,7
34.8,57.1,0,68.9,6.79,2.52,3.0,22,8.1,7
34.6,41.6,1,68.1,6.25,1.27,2.0,87,11.2,7
30.5,54.4,2,44.9,6.72,2.26,2.1,30,13.9,7
29.0,47.0,1,40.4,6.56,1.27,2.6,32,10.1,7
30.3,59.9,0,53.2,6.13,2.46,2.9,69,13.8,7
28.2,46.0,1,61.9,6.3,2.66,1.6,38,8.6,7
28.1,44.8,2,69.3,6.18,1.98,3.4,63,12.4,7
30.8,51.4,1,63.5,5.94,2.49,2.6,52,8.7,7
34.6,56.7,1,57.4,6.16,2.33,1.0,57,9.6,7
34.1,43.9,1,40.8,6.69,2.47,2.0,22,11.4,7
31.6,54.2,0,64.8,6.55,2.43,2.1,84,11.6,7
32.0,41.2,1,45.3,6.08,1.53,3.0,54,12.7,7
28.0,58.4,2,41.7,6.17,2.0,1.8,55,11.7,7
29.5,41.6,1,65.5,6.42,2.74,1.8,57,11.6,7
28.2,58.3,1,57.0,6.22,1.75,1.2,58,13.5,7
33.3,49.8,1,43.9,6.3,2.75,1.7,44,10.7,7
29.0,49.0,0,51.6,6.5,2.13,2.8,83,9.4,7
34.1,59.5,2,42.6,6.27,1.94,2.6,32,9.0,7
32.5,59.8,1,59.1,5.99,2.25,1.2,87,10.4,7
29.6,53.0,2,48.5,6.32,2.51,1.3,89,12.3,7
29.1,42.5,2,66.0,6.16,1.83,1.9,94,8.3,7
32.4,50.1,0,50.7,6.09,1.25,2.9,20,8.8,7
34.3,50.6,2,54.8,6.13,2.33,3.1,91,8.6,7
33.0,50.3,1,41.9,6.24,2.73,1.0,73,11.5,7
30.4,51.4,0,48.3,6.69,2.2,1.8,28,9.5,7
32.1,40.4,0,60.3,6.53,1.5,2.1,55,9.0,7
30.2,54.2,2,62.1,6.47,1.6,3.3,56,11.6,7
35.0,54.2,0,47.3,6.27,2.66,2.3,78,12.6,7
33.2,42.3,2,55.1,5.8,1.22,1.7,40,10.0,7
32.3,51.4,2,64.5,6.14,2.08,2.0,39,11.5,7
31.0,51.4,0,51.4,6.61,1.45,2.1,20,8.6,7
32.3,53.6,1,44.0,6.19,1.65,2.7,78,13.6,7
30.4,41.7,2,53.0,6.36,1.69,1.1,47,10.0,7
28.2,52.5,0,58.0,6.0,1.55,2.0,90,14.0,7
30.8,45.6,0,40.2,6.72,2.47,2.6,75,13.9,7
34.5,50.1,2,50.5,6.72,1.73,1.7,28,12.7,7
32.4,55.5,2,58.2,5.95,1.75,2.5,84,8.1,7
28.6,54.1,2,68.6,6.52,1.92,1.9,55,11.3,7
34.2,42.4,2,52.3,5.88,2.64,2.9,53,8.5,7
29.9,51.8,1,44.9,6.4,2.3,1.2,51,13.4,7
29.7,59.4,1,56.0,5.98,1.3,3.3,85,12.7,7
30.1,43.1,1,48.6,5.95,1.26,1.4,44,13.8,7
32.0,57.1,1,46.4,5.8,2.11,1.4,70,11.7,7
31.8,54.1,0,57.7,6.74,2.62,3.1,82,11.1,7
31.4,55.5,2,67.5,6.63,1.72,3.2,64,11.1,7
33.0,45.6,0,65.1,5.88,1.6,1.2,45,10.3,7
30.2,45.8,0,45.5,6.4,2.4,3.3,40,10.8,7
33.5,58.1,1,63.0,6.03,2.16,1.7,70,11.8,7
29.2,47.2,0,46.9,6.06,2.1,2.5,43,13.6,7
33.5,41.3,1,48.7,6.67,1.44,1.2,31,11.6,7
32.6,52.0,2,67.6,5.91,1.48,2.0,30,13.1,7
32.8,42.5,1,67.3,6.4,1.65,2.1,46,13.2,7
31.4,55.9,2,45.1,6.2,1.53,2.5,42,11.1,7
32.7,52.8,1,41.9,5.99,2.75,2.3,52,10.1,7
28.6,57.5,0,48.8,6.25,1.23,2.2,99,11.8,7
34.0,55.7,0,57.5,6.74,2.2,3.4,57,10.7,7
28.4,42.2,1,66.3,6.58,2.03,1.5,74,8.5,7
29.0,47.6,2,43.6,5.93,1.72,1.4,89,10.3,7
32.0,55.5,2,52.4,6.65,2.62,2.8,61,14.0,7
33.2,48.3,1,48.2,6.74,2.27,1.2,48,8.3,7
28.5,59.4,0,40.4,6.08,2.8,2.2,53,12.2,7
34.4,54.7,2,63.7,6.13,1.47,2.2,76,13.0,7
34.8,40.3,1,64.4,5.93,1.34,1.8,22,11.9,7
32.2,57.6,2,46.6,6.14,1.42,3.3,25,11.4,7
31.4,42.0,0,44.5,6.47,1.63,1.7,67,12.2,7
33.2,42.8,2,44.3,6.07,1.87,1.7,83,10.6,7
30.3,54.7,1,53.9,5.81,2.58,1.6,32,8.5,7
31.5,57.3,2,47.4,6.14,1.65,1.4,55,13.8,7
34.4,50.7,2,55.3,6.25,2.66,1.9,98,10.6,7
34.7,45.8,0,51.5,6.37,1.94,2.7,89,12.0,7
34.5,47.0,0,46.3,6.48,2.24,2.9,52,11.2,7
29.8,46.9,0,62.5,5.86,1.62,3.0,95,8.3,7
29.6,46.5,0,44.5,6.27,1.45,1.5,76,13.7,7
30.1,44.9,1,64.0,6.07,2.59,1.1,74,12.8,7
31.1,52.2,2,56.8,6.75,1.38,3.4,32,8.9,7
30.2,58.0,2,65.0,6.16,2.44,1.0,70,13.9,7
30.6,46.1,2,40.1,5.9,2.13,3.4,72,12.4,7
32.3,43.7,2,62.5,5.84,2.58,3.1,55,10.8,7
33.3,56.8,1,41.5,6.07,2.35,3.3,24,11.7,7
33.1,54.8,0,68.5,5.98,1.65,2.0,44,8.6,7
33.7,58.6,2,61.1,6.45,2.12,1.5,56,11.4,7
28.2,43.3,2,49.6,6.65,1.22,2.5,38,8.4,7
28.3,42.9,0,49.6,6.11,1.96,2.9,54,11.3,7
33.5,50.8,0,65.8,6.38,1.34,1.3,53,11.3,7
31.7,52.3,2,67.1,6.53,1.89,3.0,73,13.2,7
32.0,49.6,0,66.7,6.2,1.38,1.5,65,12.4,7
28.4,52.0,2,64.3,5.87,2.73,2.2,25,9.5,7
29.8,43.6,2,64.6,6.03,2.04,3.1,20,13.3,7
32.5,49.6,2,57.2,6.68,2.66,1.5,90,11.4,7
34.0,53.2,2,40.8,6.62,1.24,1.6,53,11.6,7
34.4,48.7,2,42.6,5.89,2.22,1.2,75,9.0,7
31.5,53.6,2,59.5,6.02,1.69,1.4,45,13.1,7
31.8,49.0,0,52.0,6.57,1.89,1.4,61,13.6,7
33.8,46.7,1,57.0,6.29,2.6,1.5,57,12.6,7
31.8,46.1,1,46.9,6.56,2.77,1.7,45,13.6,7
31.6,48.2,2,59.5,6.01,1.59,3.0,78,9.8,7
34.3,40.5,0,47.3,6.75,2.72,3.3,43,13.2,7
33.5,53.4,2,53.8,6.58,2.3,2.0,40,10.9,7
34.4,56.9,0,54.4,6.0,2.72,1.3,79,9.0,7
29.5,47.1,2,45.3,6.36,2.1,1.6,39,12.0,7
31.7,40.9,2,66.3,5.91,2.74,2.8,25,12.1,7
33.9,59.7,1,55.8,6.16,2.63,2.7,86,9.7,7
28.8,45.3,0,66.0,6.46,1.41,3.4,29,8.2,7
33.6,42.5,0,47.9,6.13,1.7,1.0,31,9.2,7
29.3,47.4,1,45.2,6.46,1.59,2.9,41,10.4,7
33.7,54.8,1,40.5,6.04,2.12,2.3,81,9.0,7
32.3,45.9,1,42.8,6.52,2.48,3.3,80,9.2,7
29.4,51.5,1,44.4,6.16,2.42,2.4,99,10.3,7
31.3,48.3,0,42.4,6.59,2.36,2.1,36,13.8,7
32.8,42.4,0,66.9,5.94,1.8,2.7,29,12.6,7
32.4,46.6,1,67.3,6.16,1.42,3.1,31,9.9,7
31.0,54.5,2,68.1,6.26,1.54,1.7,59,13.7,7
